title,url,date,header,arrangor,medvirkende,om_arrangementet
"Hva skal til for at vi kan fange 1,3 millioner tonn CO2 fra avfallsforbrenning?",https://www.arendalsuka.no/programsok/details/23495,2024-08-15T09:00,"HVA SKAL TIL FOR AT VI KAN FANGE 1,3 MILLIONER TONN CO2 FRA AVFALLSFORBRENNING?","KAN, Forus Energigjenvinning","Audun, Aspelund, Forus Energigjenvinning
Lillian, Dale, Statkraft
Ketil, Bergmann, Returkraft
Markus Sebastian, Hole, Celsio
Ola, Elvestuen, Venstre
Einar, Wilhelmsen, MDG
Sigurd, Kvammen Rafaelsen, Arbeiderpartiet","Klimakur for avfallsforbrenning i Norge (*KAN)  presenterer:
Hva koster det å fange 1,3 millioner tonn CO2 fra avfallsforbrenningsanlegg i Norge? 
og - 
Hvilke rammebetingelser må til for at vi skal nå dette målet
  Sesjonen Ledes av Camilla Brox
Programmet består av et foredrag med påfølgende paneldebatt.
Presentasjon av Audun Aspelund og Lillian Dale:
Kort om KAN og deltakerne
Gjennomgang av kostnader for CO2 fangst fra avfallsforbrenningsnlegg
Gjennomgang av KAN sin posisjon - Hva skal til for å fange 1,3 millioner tonn CO2 fra avfallsforbrenning
Debatt:
Klarer vi å bygge bro mellom dagens rammevilkår og behovene aktørene i KAN har for forutsigbarhet?
Hva kan skje hvis vi ikke klarer det?
  Politikere:
Einar Wilhelmsen, energipolitisk talsperson MDG
Sigurd Kvammen Rafaelsen, energi- og miljøkomitéen, AP
Ola Elvestuen, Venstre
Fra KAN:(endringer kan forekomme)
Audun Aspelund, Forus Energigjenvinning
Lillian Dale, Statkraft,
Markus Sebastian Hole
Ketil Bergmann, Returkraft
  *KAN er et industriprosjekt som består av alle de større avfallsforbrenningsanleggene i Norge. KAN jobber for kunnskapsdeling og for å tilrettelegge for CO2 fangst fra norske avfallsforbrenningsanlegg."
Arealer under press.,https://www.arendalsuka.no/programsok/details/23437,2024-08-15T09:00,AREALER UNDER PRESS.,"Nordlandsforskning, Nordområdepartnerskapet, Framsenteret","Åsa Larsson Blind, Rådsmedlem, Sámiráđđi/ Samerådet
Elina Halttunen, Forskningssjef, NINA
Erling Dalberg, Konserndirektør, Troms Kraft
Mikkel Eskil Mikkelsen, Sametingsråd, Sámediggi/ Sametinget
Anja Bakken Rise, Leder, Framtiden i våre hender
Kai Petter Johansen, Ordfører, Kvænangen kommune
Pär Jonsén, Chief Technology Officer, LKAB
Brigt Dale, Forskningsleder, Nordlandsforskning
Helge M., Markusson, Framsenteret","Store kommuner i areal med lavt befolkningstall har stort ansvar for forvaltning av arealer, rettighetsspørsmål og vern av natur. Mens de er satt i en situasjon der de bes forvalte natur på vegne av det store fellesskapet, jobbes det hver dag i mange utkantkommuner med  å tilrettelegge for å hindre befolkningsnedgang og sikre kommunale inntekter. Dette betyr ofte et press fra utbyggere og utviklere på areal. 
Vi reiser spørsmålet om hvem som har ansvar for å ta vare på samiske rettigheter, biomangfold og naturtyper i dette landet på dagsorden, og inviterer representanter for samiske institusjoner, forvaltning og myndigheter, næringsliv, forskning og NGOer til samtale, meningsutveksling og kunnskapsbygging rundt dette temaet. 
Programmet vil se slik ut: 
09.00 – 09.10: Introduksjon: Arealer under press.
Intro fra vert: Brigt Dale, Nordlandsforskning
09.10 – 09.30: Panel: Faktagrunnlag
Hva betyr det at arealer er under press, og hva slags konsekvenser får det?
Hvor kommer presset fra?
Lovverk, folkerettslige forpliktelser, internasjonale avtaler
Deltakere:
Elina Halttunen, forskningssjef, NINA 
Åsa Larsson Blind, Saami Council
Liv Monica Stubholt, advokatfirmaet Selmer AS 
Erling Dalberg, Tromskraft 
Moderator: Helge M. Markusson, Framsenteret
09.30 – 09.40: Kvænangen-eksemplet: Kai Petter Johansen, ordfører Kvænangen
Intervjuer: Brigt Dale
09.40 – 09.50: Press på land: Eksemplet Melkøya: Mikkel Eskil Mikkelsen, Sametingsråd
Intervjuer: Brigt Dale
09.50 – 10.05: Kaffe, drodling.
10.05 – 10.30: Debatt: Hvem har ansvaret? En debatt om krysspress på arealer og folk
Åsa Larsson Blind, Saami Council 
Liv Veronica Stubholt 
Elina Halttunen, forskningssjef, NINA 
Erling Dalberg, Tromskraft
Anja Bakken Rise, FIVH 
Kai Petter Johansen, ordfører Kvænangen
Moderator: Helge Markusson
10.30 – 10.40: Et blikk utenfra.
Brigt Dale i samtale med Per Jonsén, LKAB (Sverige).
10.40 - 11.0: Spørsmål og svar"
Hvordan KI og atferdsvitenskap kan hjelpe oss med å nå bærekraftsmålene,https://www.arendalsuka.no/programsok/details/25683,2024-08-15T09:00,HVORDAN KI OG ATFERDSVITENSKAP KAN HJELPE OSS MED Å NÅ BÆREKRAFTSMÅLENE,Mindshift,"Jørgen Dalen, Principal Behavioral Scientist, Mindshift
Sofie Bang Jensen, Psychologist, Mindshift
Halvard Høilund-Kaupang, Leder klima og bærekraft, Mindshift
Andre Ruud, CTO, MIndshift","Ifølge en forskningsartikkel i Nature kan KI støtte oss i å nå 134 av målene, men være et direkte hinder i å nå 59 av dem. Feil bruk av KI kan altså gjøre vondt verre. Mindshift´s spesialister innen KI gir deg en faktabasert reise i mulighetene og farene ved KI.
Bærekraft handler også om atferd på individnivå. Mindshift´s atferdsspesialister vil gi deg praktiske og inspirerende eksempler på hvordan atferdsendringer kan gjøres på individnivå
Vi starter dagen overordnet, før vi konkretiserer problemstillingene inn mot byggenæringen. 
  Arrangementer:
Frokostseminar:
Kl 09:00-09.30:
Vil KI hjelpe oss til å nå bærekraftsmålene eller føre oss ut i ulykken?
Kl 09.30-10.00
Hvordan store og små dult kan endre forbruket vårt
Lynintro til atferdsvitenskapelig perspektiv på bærekraftsarbeid
Kl 10.00 :
Åpen diskusjon
Kl 10:00-14:00:
Installasjon: Bærekraft og produkter du kjøper
Kom og se, kjenn, spør, gjett hvor mye produkter du bruker hver dag slipper ut
Kl 12:00-12:45
Paneldebatt: Å ta bærekraftige valg – hvorfor går det så tregt?
Paneldeltakere:
Per Arne Horne, Adm Dir DIBK
Frank Jaegtnes, Adm Dir EFO/Samordningsrådet
Marie Halvorsen, Næringspolitisk Direktør EFO
Christine Molland Karlsen, Fagsjef Grønn byggallianse
..., TBA
+ en til
Velkommen"
Fra bærekraft til gjenoppretting: Å bygge en ny økonomi,https://www.arendalsuka.no/programsok/details/24781,2024-08-15T09:30,FRA BÆREKRAFT TIL GJENOPPRETTING: Å BYGGE EN NY ØKONOMI,Handelshøyskolen BI,"Per Espen Stoknes, Professor, Handelshøyskolen BI
Thina Saltvedt, Sjefanalytiker, Nordea
Erlend Bjørklund, Senior manager, Leder klima og natur, PwC Norway
Tove Andersen, President og CEO, Tomra","Ønsket om å skape en reelt regenerativ økonomi sprer seg, og det handler om å tenke nytt og innovativt når det gjelder bærekraftig utvikling. Det å gå fra bare å være mindre skadelige for miljøet til aktivt å bidra til å gjenopprette og forbedre det. Dette har ført til en bevegelse der mange jobber hardt for å transformere ulike sektorer til å være ""natur-positive"".  
For ledere og finanssektoren innebærer dette å ta ansvar, tenke helhetlig, samarbeide og implementere bærekraftige praksiser, og det vil kreve både politisk vilje, strategisk tenkning og innovasjon fra alle involverte aktører. Hvordan vil de gjøre det?"
"Grønt, globalt kappløp - Norge fortsatt i front?",https://www.arendalsuka.no/programsok/details/24266,2024-08-15T09:30,"GRØNT, GLOBALT KAPPLØP - NORGE FORTSATT I FRONT?","Norsk Industri, Forbundet Styrke, Fellesforbundet","Andreas Bjelland Eriksen, Klimaminister
Harald Solberg, Administrerende direktør, Norsk Industri
Kine Asper Vistnes, Nestleder, Fellesforbundet
Frode Alfheim, Forbundsleder, Forbundet Styrke
Terje Halleland, Fremskrittspartiet","Norske klimagassutslipp gikk ned med 4,7 prosent i 2023. En av flere årsaker til dette var redusert aktivitet i fastlandsindustrien. Hva skjer i industrien, og hvordan vil EUs grønne giv og norsk klimapolitikk i årene fremover påvirke norsk konkurransekraft og verdiskaping?
Vi samler partene og politikere til debatt!"
Er grønnvasking greit så lenge det blir grønt når du vasker?,https://www.arendalsuka.no/programsok/details/24503,2024-08-15T10:00,ER GRØNNVASKING GREIT SÅ LENGE DET BLIR GRØNT NÅR DU VASKER?,Team Tomorrow AS,"Knut Skeie Solberg, Moderator / Rådgiver
Louise Fuchs, CEO, Team Tomorrow
Anja Bakken Riise, Leder, Fremtiden i våre hender
Tonje Drevland, Underdirektør Tilsynsavdelingen, Forbrukertilsynet","Vi inviterer til en diskusjon om hvordan vi kan kommunisere bærekraft på en ærlig og effektiv   måte, og gir deg fem konkrete råd for å forbedre din praksis og holde deg innenfor lovens rammer.
Agenda:
""Grønnvasking er ikke shaming, det er lovbrudd."" Anja Bakken Riise, leder i Framtiden i våre hender.
""Hvordan kommunisere sant og riktig om bærekraft – 5 konkrete råd for å holde seg innenfor lovens krav"" Tonje Drevland, underdirektør tilsynsavdelingen, Forbrukertilsynet.
Panelsamtale med Anja Bakken Riise, Tonje Drevland, Louise Fuchs. Ledet av Knut Skeie Solberg."
Vår framtid blir til nå,https://www.arendalsuka.no/programsok/details/23411,2024-08-15T10:00,VÅR FRAMTID BLIR TIL NÅ,"Nordisk Ministerråd, Cicero","Maria Timman Mjaaland (moderator), Ungdomsdelegat til FNs klimatoppmøte COP29, LNU
Asbjørn Torvanger, Seniorforsker, Cicero
Anne Beathe Tvinnereim, Nordisk samarbeidsminister og utviklingsminister, Senterpartiet
Lene Westgaard-Halle, Stortingsrepresentant, Næringskomiteen, Høyre
Bjørn Kjærand Haugland, Administrerende direktør, Skift - Næringslivets Klimaledere","Dette arrangementet er nå fullbooket.
_____________________________________________
Det er påmelding    via denne lenken    til dette arrangementet. Vi gjør det sånn på grunn av plassbegrensning og for at dere som kommer som gruppe skal få en best mulig opplevelse av arrangementet.  
Hvis du lurer på noe, kan du kontakte kontaktpersonen som er oppført nedenfor.
Vi står midt i den grønne omstillingen og kampen for å begrense oppvarmingen så nær 1,5 gradersmålet som mulig, innenfor naturens tålegrenser. Omstillingen må gå raskt i hele verden, også i Norden. At unge stemmer, morgendagens ledere, blir hørt om sine visjoner for hvordan vi skal leve i 2050 og hvordan vi skal komme dit, er avgjørende. I kampanjen «Vår framtid blir til nå» vil vi skape dialog om veien frem til nullutslippssamfunnet mellom barn og unge i aldersgruppen 10-25 år, beslutningstakere og forskere.
I denne workshopen står unge stemmer for en klima- og naturvennlig livsstil sentralt. Er det jordbær eller sjokolade som må være med i din hverdag om 25 år? Eller kanskje en robot, som gjør at du kan bruke mer tid på mennesker rundt deg eller i naturen? Et friskt bad, i et hav som yrer av liv? Vi tar oss frihet til å la publikum og et topplederpanel sammen filosofere kort over hva som gjør deres liv godt, og hva som er aller viktigst å ta med seg inn i framtiden. Så har vi en samtale med utgangspunkt i betraktningene rundt bordet, ledet av blant andre ungdomsdelegat til FNs klimatoppmøte Maria T. Mjaaland. Hovedformålet er å skape en dialog om hva et godt liv er og kan være etter den grønne omstillingen, mellom ulike generasjoner, mellom de som kommer til å sitte i styrende roller i 2050 og de som tar valgene som påvirker vår felles fremtid, nå. 
Bakgrunn
Den grønne omstillingen handler mye om teknikk. Men bare teknikk bremser ikke klimaendringene. Grønn omstilling handler om å forandre hele samfunnet, måten vi tenker på og våre liv. Men hvordan skal vi få det til – og kanskje til og med bli lykkeligere?
I debatten om å bli utslippsfri glemmer man ofte bort å peke på hva menneskeheten vinner gjennom å velge en vei fremfor en annen. Det er lettere å sette søkelys på hva vi kan miste, noe som igjen kan føre til uvilje mot å handle. I rapporten «Nordic visions of a climate neutral society» er inngangen en annen. I den løftes det positive frem. Rapporten er tenkt som et startpunkt for diskusjoner om positive visjoner av hva det betyr å leve klimanøytralt i de nordiske landene. Rapporten er også et forsøk på å avmystifisere begrepet klimanøytralitet. Hvilke positive endringer kan nullutslipp innebære for innbyggerne? Og hvorfor er det verdt å etterstrebe? Hva vi kan lære av andre nordiske land og hva er det er lurt å samarbeide om? Undersøkelser viser at nordmenn frykter konsekvenser av klimaendringene.Krig, kriser og konflikter gjør også at både unge og eldre mister troen på en lysere fremtid. Med kanskje det finnes håp likevel, etter den grønne omstillingen?"
Grønn eller grønnvasket: Hvordan kommunisere bærekraft i krevende tider?,https://www.arendalsuka.no/programsok/details/23032,2024-08-15T10:00,GRØNN ELLER GRØNNVASKET: HVORDAN KOMMUNISERE BÆREKRAFT I KREVENDE TIDER?,"Kruse Larsen, Posten Bring","Colin Campbell, Bærekraftsdirektør, Posten Bring
Camilla Gramstad, Head of Sustainability, Elkjøp Nordic
Siri Norhagen, Head of Sustainability, IKEA Norge
Marcus Adaktusson, SVP Public Affairs & Sustainability, Telenor Group","Mange norske virksomheter har satt seg ambisiøse 2030-mål. Nå nærmer 2030 seg raskt, men for mange er det fremdeles langt igjen før de når målene. Samtidig strammes reglene for bærekraftskommunikasjon til gjennom flere grønnvaskingsdirektiver.
Hvordan kan norske virksomheter bruke kommunikasjon som verktøy til å oppnå konkrete bærekraftsresultater? Hvordan kommuniserer man egentlig når det butter i mot? Og hvordan skal norske virksomheter forholde seg til en stadig lengre OBS-liste, som setter strenge regler for bruk av ord som «netto null», «karbonnøytral», «karbonpositiv» og «klimakompensert»? Må nykommerne «regenerativ» og «naturpositiv» fjernes fra bærekraftsordboka? Og hvordan unngår vi visuell grønnvasking?
Posten Bring og Kruse Larsen inviterer bærekraftsledere for til å dele gode råd om bærekraftskommunikasjon i krevende tider, som vil gi deg konkrete verktøy å ta med videre i arbeidet frem mot 2030. Anne Therese Gullberg, partner og bærekraftsansvarlig i Kruse Larsen, leder samtalen.
Med oss i panelet har vi:
Colin Campbell, bærekraftsdirektør, Posten Bring
Camilla Gramstad, Head of Sustainability, Elkjøp Nordic
Siri Norhagen, Head of Sustainability, IKEA Norge
Marcus Adaktusson, SVP Public Affairs & Sustainability, Telenor Group"
Fører samfunnsøkonomisk analyse av klimatilpasning mer til rassikring og mindre til nye motorveier?,https://www.arendalsuka.no/programsok/details/23732,2024-08-15T10:00,FØRER SAMFUNNSØKONOMISK ANALYSE AV KLIMATILPASNING MER TIL RASSIKRING OG MINDRE TIL NYE MOTORVEIER?,"Vestlandsforsking, Menon Economics, NGI, Statens vegvesen, Nye Veier AS","Cecilie Knibe Kroglund, Statssekretær i samferdselsdepartementet, Arbeiderpartiet
Marianne Sæhle, Fylkestingsmedlem Vestland fylkeskommune, Sosialistisk Venstreparti
Randi Walderhaug Frisvoll, Leder, Nasjonal rassikringsgruppe
Randi Storhaug, Nestleder, Norges naturvernforbund
Bjørn Laksforsmo, Divisjonsdirektør for drift og vedlikehold, Statens vegvesen
Anette Aanesland, Administrerende direktør, Nye Veier AS
Carlo Aall, Professor, Vestlandsforsking
Unni Eidsvig, Forsker, NGI
Annegrete Bruvoll, Forsker 1 og partner, Menon Economics
Peter Aalen (ordstyrer), Senior Manager, Menon Economics","Riksrevisjonen la i 2022 fram en rapport med alvorlig kritikk av myndighetenes arbeid med å tilpasse transportinfrastruktur til et klima i endring. Den nylig vedtatte Nasjonal transportplan (NTP) for 2025-2036 presenterer en rekke mål for arbeidet med klimatilpasning, bl.a. at det skal tas høyde for de varslede klimaendringene ved planlegging, utbygging, drift og vedlikehold av infrastruktur; at ny infrastruktur må dimensjoneres til et fremtidig klima; og at det utarbeides et godt kunnskapsgrunnlag for å kunne vurdere hvilke tiltak som er de mest hensiktsmessige og effektive for å sikre transportinfrastruktur og personer mot klimapåkjenninger - herunder naturfareplaner, kartlegging av flom- og skredpunkter og risikokartlegging.
På dette arrangementet legger vi fram resultater av innovasjonsprosjektet «Klimatilpasning og vegtransport» som har pågått siden 2021. Formålet med prosjektet har vært å forbedre eksisterende metoder innen vegsektoren for å analysere fysisk klimarisiko og utvikle en ny metode for samfunnsøkonomisk analyse av fysisk klimarisiko og tiltak for klimatilpasning.
Først gir representanter for Statens vegvesen og Nye Veier AS deres vurderinger av hvor vegsektoren nå står i arbeidet med klimatilpasning.
Så kommer tre innlegg fra hver av forskningspartnerne i prosjektet. 
NGI om klimaendringene: Blir det bedre eller verre for veitransport i Norge?
Vestlandsforsking om klimarisiko: Er det klimaendringer eller samfunnsutvikling som bidrar mest?
Menon Economics om hvordan behandle klimatilpasning i samfunnsøkonomiske analyser og hvordan en bedre behandling kan påvirke prioriteringene.
I den påfølgende debatten stiller vi tre spørsmål:
Har vi kommet langt nok i arbeidet med klimatilpasning av veiene i Norge?
Hvilken rolle kan bruk av ny og alternativ teknologi (eks automatisk skredvarsling, mobile skredoverbygg) få i arbeidet med klimatilpasning?
Når NTP varsler et redusert økonomisk handlingsrom – bør vi kan vi da bruke mer penger til rassikring av smale vestlandsveier og mindre til nye fire-felts motorveier?"
Marin forsøpling - fiskeflåten og avfallshåndtering,https://www.arendalsuka.no/programsok/details/25266,2024-08-15T10:00,MARIN FORSØPLING - FISKEFLÅTEN OG AVFALLSHÅNDTERING,"Norges Fiskarlag, SALT",N/A,"Marin forsøpling er en stor utfordring for naturen, havet, kysten, fiskerinæringen og samfunnet. Fiskeflåten spiller en viktig rolle i arbeidet for å forebygge ytterligere marin forsøpling og for å rydde havet, men for å gjøre dette trenger de bedre avfallshåndteringer på land. I dag er ikke systemene i land gode nok. Hvordan kan man utvikle bedre avfallshåndteringer i land?
Norges Fiskarlag og SALT inviterer til faglige innlegg og panelsamtale. 
Moderator: Marit Hiim Haugseth, Norges Fiskarlag
Innledere og paneldeltakere: 
Terje Eriksen, Sør-Norges Fiskarlag
Kjersti Tønnessen Busch, SALT
Johanne Solheim, Samfunsbedriftene
Helene Øyangen Lindberg, Oceanize"
Den store skogdebatten,https://www.arendalsuka.no/programsok/details/24300,2024-08-15T10:00,DEN STORE SKOGDEBATTEN,"Norges Skogeierforbund, NORSKOG","Per Skorge, Administrerende direktør, Norges Skogeierforbund
Geir Pollestad, Landbruks- og matminister
Gunnhild Søgaard, Forskningssjef, NIBIO
Christian Steel, Generalsekretær, Sabima
Christian Anton Smedshaug, Daglig leder, AgriAnalyse
Truls Gulowsen, Leder, Naturvernforbundet
Bente Lier, Generalsekretær, Norsk Friluftsliv
Arne Rørå, Administrerende direktør, NORSKOG",Skogen redder klimaet! Hvordan sikrer vi et bærekraftig skogbruk som balanserer hensynet til natur og verdiskaping?
(U)rettferdighet i klimaendringer og klimatiltak,https://www.arendalsuka.no/programsok/details/23234,2024-08-15T10:30,(U)RETTFERDIGHET I KLIMAENDRINGER OG KLIMATILTAK,NORCE Norwegian Research Centre,"Thea Gregersen, Forsker, NORCE
Ida Vikøren Andersen, Forsker, NORCE
Anders Bjartnes, Ansvarlig redaktør, Energi og Klima
Klaus Mohn, Rektor, Universitetet i Stavanger
Karoline Andaur, Generalsekretær, WWF
Frøya Skjold Sjursæther, Politisk nestleder, Grønn Ungdom
Markus Gotaas, Sentralstyremedlem, FpU
Nicolai Østeby, 2. nestleder, Unge Høyre
Nimrah Ramzan, Sentralstyremedlem, AUF","Konsekvensene av klimaendringene rammer ulikt og urettferdig. Det samme gjør klimatiltakene. Land og verdensdeler opplever store forskjeller i hvem som tar støyten. Men også her i Norge er det noen som må betale mer for klimaendringer og klimatiltak enn andre.
På dette arrangementet stiller vi blant annet spørsmålene:
Hva er klimarettferdighet? Hva er konsekvensene av at klimaendringer og klimatiltak rammer ulikt? Hvilke eksempler har vi i Norge i dag? Og ikke minst: Hva kan vi gjøre for å få bukt med klimaurettferdighet?
Vi vil høre fra forskere i NORCE som har sett på hva nordmenn opplever som urettferdig ved klimaendringene og hva politikerne fremhever når de snakker om klimarettferdighet.
Vi tar debatten om konsekvensene, og helt til slutt får vi høre hva ungdomspolitikere vil gjøre med klimaurettferdighet.
Hvem som er på scenen blir oppdatert fortløpende.
Moderator: Camilla Aadland"
Å skape bærekraft i flere ledd,https://www.arendalsuka.no/programsok/details/25060,2024-08-15T10:30,Å SKAPE BÆREKRAFT I FLERE LEDD,Kopano AS,"Kristin Saga, Regiondirektør, NHO Vestfold og Telemark
Thor-Inge Karlsen, Produksjonssjef, Lett-Tak AS
Peder Iversen, Pedagogisk veileder, iFokus Kompetanse","Gjennom utviklingen av et banebrytende opplæringssystem for en ny og miljøvennlig produksjonslinje har Lett-Tak Systemer, Vestfold fylkeskommune og iFokus Kompetanse etablert et offentlig og privat samarbeid som fremmer miljømessig og sosial bærekraft. Lett-Tak Systemer har ikke bare fokusert på grønn produksjon, men også på arbeidsinkludering. Gjennom tett samarbeid med fylkeskommunen og iFokus har de styrket kompetansen til sine ansatte og utviklet en inkluderende arbeidsplass."
Radioaktivitet og stråling,https://www.arendalsuka.no/programsok/details/24381,2024-08-15T10:30,RADIOAKTIVITET OG STRÅLING,Norsk nukleær dekommisjonering NND,"Rajdeep Singh, strålevernekspert, NND","Dette arrangementet er nå fullbooket.
Det er påmelding til dette arrangementet. Vi gjør det sånn på grunn av plassbegrensning og for at dere som kommer som gruppe skal få en best mulig opplevelse av arrangementet.  
Hvis du lurer på noe, kan du kontakte kontaktpersonen som er oppført nedenfor.

Innledning
Norsk nukleær dekommisjonering (NND) har som oppgave å sikre en trygg og sikker nedbygging av Norges historiske atomreaktorer. Dette er en viktig oppgave for å beskytte både mennesker og miljøet.
Samfunnsoppdraget til NND er å sørge for at nedbyggingen skjer på en ansvarlig og bærekraftig måte, og at alt radioaktivt avfall blir håndtert på en trygg måte.
Ved å ta ansvar for nedbyggingen av våre historiske atomreaktorer og håndtering av radioaktivt avfall, bidrar NND til å skape en tryggere og mer bærekraftig fremtid for oss alle. 
 Om opplegget
Presentasjon
NND vil snakke om radioaktivitet, stråling og doser og sette dette i kontekst med naturlig radioaktivitet og stråledoser vi får av å bo i Norge. Vi vil også fortelle om oppdraget til NND og hvorfor det er så viktig med sikker håndtering av radioaktivt avfall.
 Praktisk
 Gruppearbeid med ulike måleinstrumenter og kilder
1.     Hvem er NND: samfunnsoppdraget 
2.     Tilbakeblikk: Norges historie med atomreaktorer 
3.     Nedbygging: Hva betyr dekommisjonering, hva innebærer det og hvorfor er det viktig.  
4.     Stråling: Hva er stråling, forskjellig type stråling, og hvordan det påvirker mennesker og miljøet. 
5.     Gruppearbeid: Vi deler klassen inn i grupper og har ulike stasjoner med måleutstyr
6.     Oppsummering: Vi oppsummer hovedpunktene og lar elevene stille spørsmål og diskutere."
Fast fashion - hvordan klimaet betaler en høy pris for billig mote.,https://www.arendalsuka.no/programsok/details/24617,2024-08-15T10:40,FAST FASHION - HVORDAN KLIMAET BETALER EN HØY PRIS FOR BILLIG MOTE.,Team Tomorrow AS,"Knut Skeie Solberg, Moderator / Rådgiver
Ingrid Bergtun, Gründer, Fæbrik
Yngvill Ofstad, Sustainability Manager, Bergans Fritid AS
Anja Bakken Riise, Leder, Fremtiden i våre hender
Pål Erik Haraldsen, CEO, Norsk Tekstilgjenvinning AS
Jo Eikeland Roald, Head of External Relations, Tomra AS
Camilla Woje, CEO & Founder, Cirkulær","“Fast fashion” gjør klesindustrien til en klimaversting. Hvordan kler vi oss for en mer bærekraftig hverdag, og sørger for at trender ikke blir en trussel i det grønne skiftet?"
Vil revidert avløpsdirektiv forsterke fraflytting og bidra til økt sentralisering i norske kommuner?,https://www.arendalsuka.no/programsok/details/23059,2024-08-15T10:45,VIL REVIDERT AVLØPSDIREKTIV FORSTERKE FRAFLYTTING OG BIDRA TIL ØKT SENTRALISERING I NORSKE KOMMUNER?,Norsk Vann,"Ragnhild Aalstad, Direktør, Norsk Vann
Andreas Bjelland Eriksen, Klima- og miljøminister, Arbeiderpartiet
Anne Kristine Linnestad, Stortingsrepresentant, Høyre
Aud Hove, 2. nestleder, KS
Eirik Rismyhr, Daglig leder, MIRA IKS
Liv Kari Hansteen, Adm. direktør, Rådgivende Ingeniørers Forening (RIF)
Morten Andreas Meyer, Generalsekretær, Huseierne","Med et revidert avløpsdirektiv på trappene og regjeringens nye nasjonale mål for vann og helse, har den kommunale vannbransjen fått skjerpede myndighetskrav og forholde seg til i levering av de samfunnskritiske vann- og avløpstjenestene. Vi tar debatten om:
Hvordan skal kommunene settes i stand til å nå nye nasjonale og europeiske mål?
Nytt avløpsdirektiv fra EU baner vei for storstilt utbygging av nye avløpsrenseanlegg i hele Norge
Nye rensekrav for tettsteder ned mot 1000 innbyggere både langs hele kysten og i innlandsområdet
Dette krever både investeringer i infrastruktur og mennesker – har kommunene kapasiteten til dette?
Betalingen er det innbyggerne som skal stå for – har de råd til dette?
Og hva med rådgiverne, leverandørene og entreprenørene – har de kapasitet til dette?
Nye nasjonale mål for vann og helse stiller store forventinger både til vannbransjen, men også til staten selv
Kan kommunene levere på de 25 nasjonale målene som regjerningen har vedtatt?
Kan staten levere på sin egen gjennomføringsplan, med gode ambisjoner og tiltak?
Kreves det mer samarbeid mellom kommuner for å komme i mål?
Hvordan løse nye krav og forventninger fra europeiske og nasjonale myndigheter gjennom arealplanlegging i kommunene?
En storstilt utbygging av nye avløpsrenseanlegg med tilhørende ledningsnett vil kreve gode prosesser i kommunene hvor arealplanlegging blir et viktig verktøy
Drikkevannskildene er allerede under press fra utbygging av nye boligområder og næringsliv, hytteutbygging, ny energikrevende industri, utbygging av fornybar energi, store samferdselsprosjekter og mer til 
Klimaendringene krever nye overvannsløsninger i byer og tettsteder"
Er SMB-sektoren klar for å rapportere på de nye europeiske bærekraftskravene?,https://www.arendalsuka.no/programsok/details/23995,2024-08-15T11:00,ER SMB-SEKTOREN KLAR FOR Å RAPPORTERE PÅ DE NYE EUROPEISKE BÆREKRAFTSKRAVENE?,SMB Norge,"Ola Elvestuen, stortingsrepresentant, Venstre (V)
Tuva Moflag, stortingsrepresentant, Arbeiderpartiet (Ap)
Thomas Sakshaug, nestleder, Trondheim MDG
Wolfgang Schlös, Pulsora
Ann-Kristin Ytreberg, administrerende direktør, Stiftelsen Miljøfyrtårn
Dag Abrahamsen, styreleder, Ecoadvis","Store virksomheter må nå rapportere om bærekraftsforhold. Dette vil også få konsekvenser for små og mellomstore bedrifter som er leverandører for de som nå skal rapportere.
Mange små og mellomstore bedrifter må nå forholde seg til stadig flere krav om rapportering innen bærekraft. Det vil medføre at man skal sette seg inn i kompliserte regelverk og allokere ressurser til bærekraftsarbeidet. Dette er ressurser man i dag kanskje ikke har. Mange bedrifter er ikke forberedt.
Hva må bedriftene forvente at de skal forholde seg til i årene fremover, og hvordan kan myndighetene bidra for at de mange små og mellomstore kan være med i konkurransen i tiden fremover?
SMB Norge stiller spørsmål om hvordan hverdagsnæringslivet og myndighetene kan spille på lag for å nå målsetningene."
