url,organizer,description,summary
https://program.arendalsuka.no/event/user-view/21384,"ArrangørDrivkraft Norge, Norges Lastebileier-Forbund (NLF)",Tungtransportens vei mot 2030. Har vi riktige verktøy for å nå målene?,"Om arrangementetHvordan kutter vi klimautslippene i transportnæringen mens vi venter på at teknologien tar igjen ambisjonene? Spiller politikerne oss gode, eller stikker de kjepper i hjulene for omstillingen? Drivkraft Norge og Norges Lastebileier-Forbund (NLF) inviterer til faglig påfyll og politisk debatt om tungtransportens vei mot 2030.Program:• 17:00 – Velkommen, ved Kristin Bremer Nebben, adm. dir. i Drivkraft Norge og Jan-Terje Mentzoni, fungerende adm.dir i NLF• 17:05 – Jan-Terje Mentzoni i NLF presenterer ulike scenarioer som viser hvordan tungtransporten kan nå 2030-målene, og hva som er vekstprognosene innen de ulike kjøretøyteknologiene og drivlinjene.• 17:15 – Hvordan får vi til økt bruk av fornybart drivstoff? Presentasjon ved Einar Gotaas, fagsjef i Drivkraft Norge• 17:25 – Politisk debatt mellom Ole André Myhrvold (Sp), Kirsti Leirtrø (Ap) og Erlend Larsen (H), ledet av Kjartan Berland, fagsjef i Drivkraft Norge• 17:55 – Avslutning"
https://program.arendalsuka.no/event/user-view/21385,"ArrangørFinansforbundet, CARE",Status på bærekraftige investeringer: Hvordan kan vi finansiere en bærekraftig framtid?,"Om arrangementetNorge og verden trenger kapital og investeringer for å gjennomføre en bærekraftig omstilling. Investeringer kan komme fra det offentlige og bedriftene selv, men en stor del av investeringene vil komme fra vanlige folk gjennom enten forsikringsfond, pensjonsfond eller egen privat sparing.De siste årene har kravene til finansbransjen om å få mer penger investert i bærekraftig omstilling økt. Samtidig har vi som kunder har fått flere muligheter til å sette våre sparepenger på bærekraft. Men noen bærekraftområder er tyngre å løfte enn andre. Men områder som likestilling, arbeiderrettigheter og natur er det fortsatt en lang vei å gå. Da Finansforbundet og CARE lanserte rapportenInvesting in gender equality 2.0utformet av PwC fant vi at under 40% av fond opplyser om hvordan de presterer på likestilling.Vi spør:Hva er status for bærekraftige investeringer?Hva er de viktigste utfordringene for finansbransjen når forventningene til myndigheter og kunder øker?Hvordan kan vi være sikre på at penger som er investert i bærekraft faktisk blir brukt til bærekraftige prosjekter?"
https://program.arendalsuka.no/event/user-view/21386,"ArrangørNorges museumsforbund, Aust-Agder museum og arkiv, Museene på Sørlandet",Bunad for alle?,"Om arrangementet«Me kan ikkje gå rundt aa vera «museumsgjenstande», uttrykte Hulda Garborg, bunadens mor, som mente bunaden burde være «tidhøveleg». På hvilke måter tilpasses bunaden vår egen samtid? Finnes det aksept for å uttrykke ulike identiteter gjennom bunadbruk?Innledende foredrag:Camilla Rossing, Norsk institutt for bunad og folkedrakt: ""Et innlegg om bunad i det flerkulturelle Norge"", basert på artikkelenHeaddress and hijab, i boka «Dressing with Purpose».Trude Eriksen, Museum Stavanger: ""Om utstillingen Fra Hulda til hijab, med hovedvekt på informantenes erfaringer med brudd med tradisjoner for bunad og kjønn.""Ole Aastad Bråten, Valdresmusea: ""Erfaringer fra arbeidet med vandreutstillingen Skakke folkedrakter og mottagelsen av denne i sommersesongen 2023.""Panelsamtalemed innlederne og Line Førre Grønstad, Skeivt Arkiv ledet av Maja Musum,, Randsfjordmuseet og Nasjonalmuseet (Kurator for Skakke folkedrakter).14.45-16.30: Omvisning i utstillingen med påfølgende mingling med lett servering.Arrangementet er knyttet til prosjektet ""Stolt og staselig"". Flere arrangementer knyttet til prosjektet er støttet av Kulturrådet."
https://program.arendalsuka.no/event/user-view/21388,ArrangørMiljøstiftelsen Bellona,Hvordan realisere karbonfangst i prosessindustri?,"Om arrangementetIndustrielle aktører planlegger, piloterer og gjennomfører karbonfangst- og lagringsprosjekter (CCS). Flere trenger å komme i gang for å redusere utslipp raskt. Teknologien er tilgjengelig, men politiske virkemidler er utilstrekkelig for å realisere fullskalaprosjekter. Olje- og energidepartementet utreder nå virkemiddelapparatet for å tilrettelegge for karbonfangst på avfallsforbrenning og i industrien.På dette arrangementet presenteres status på karbonfangst-prosjekter, resultater fra rundebordskonferanser om CCS, og politisk diskusjon om rammeverk for å realisere CCS i prosessindustrien og avfallsforbrenning.Arrangementet starter med politikerdebatt, etterfulgt av en panelsamtale med industriaktører."
https://program.arendalsuka.no/event/user-view/21389,"ArrangørPelagisk Forening, Havets Verdiskapere","Mingling i havet- debatt, sjømat og Alex Rosén","Om arrangementetPelagisk Forening og Havets Verdiskapere inviterer til debatt, mingling og sjømatfest om bord i snøkrabbebåten Vestland Arctic.Politikere og næringen blir utfordret påhvorfor sjømaten til stadighet blir glemt.Vi avslutter med smaksprøver av deilig sjømat, mingling og underholdning utover kvelden.DEBATT2. juni kom Klimarapporten som sier vi må endre matvanene og 20. juni kom nye kostråd.Kostrådene fraHelsedirektoratetsier at man bør spise fisk til middag to til tre ganger i uken, og gjerne bruke fisk som pålegg. Likevel har Norge har en matminister som mener det ikke er middag hvis det ikke er kjøtt. Og selv om sjømatnæringen skaffer 40 millioner måltider hver eneste dag, så er næringen glemt når det snakkes om Norges selvforsyningsgrad. Sjømaten kortreist og meget klimavennlig, men blir også glemt i klimadebatten.Sjømatnæringen har bygd et godt omdømme og marked rundt i verden, men hjemmemarkedet er glemt både hos forbruker og politikere.Hvordan kan næringen og politikere snu dette?Kom om bord for debatt, smaksprøver av sjømat og underholdning av Alex Rosén!"
https://program.arendalsuka.no/event/user-view/21391,"ArrangørNorges museumsforbund, Skeivt Arkiv, Museene på Sørlandet",Trans i arkivet,"Om arrangementetHvilke spor etter transhistorie finnes i dokumenter, bilder, aviser og annet? Marthe Glad Munch-Møller fra Nasjonalbiblioteket forteller om arbeid med å lete frem kilder på jakt etter informasjon om et tema som skaper både kontrovers og nytenkning. Vi har også med en ""levende kilde"" på scenen - Tonje Lygre, som er blitt intervjuet til Skeivt arkivs livsminnesamling.ProgramHvilke spor ligger i arkivet? En historisk gjennomgang av ord, begreper og forståelser. Ved Line Førre Grønstad, Skeivt arkivEn ""levende kilde"" på scenen. Bjørn André Widvey fra Skeivt arkiv i samtale med Tonje Lygre (Tonje Lygre (født 1951) | Skeivt arkiv). Hvem er transpersonene som er intervjuet til livsminnesamlingen, hva forteller de? Hva var viktig for henne å fortelle, få dokumentert - og hvordan var opplevelsen av å delta? (20-30 min).Spor etter transhistorie i arkivene. Marthe Glad Munch-Møkker, Norsk lokalhistorisk institutt, Nasjonalbiblioteket.Spørsmål og svar fra salen"
https://program.arendalsuka.no/event/user-view/21392,"ArrangørSparebankforeningen, Sparebanken Sør",Samtale med Siv Jensen: Hvordan skaper vi et  godt samspill mellom finansnæringen og myndighetene?,"Om arrangementetSiv Jensen har lang tid som finanspolitiker og partileder. Hun har vært leder av Finanskomiteen på Stortinget og var Norges finansminister fra 2013 til 2020. I samtale med Therese Riiser vil hun dele sine tanker om hvordan vi kan skape et effektivt og konstruktivt samspill mellom finansnæringen og myndighetene.Hvordan får vi gjennomslag for synspunktene våre?Hvor mye avgjøres i departementet, hvor mye har lokale stortingsrepresentanter å si og hvor mye bestemmes egentlig i Brussel?Etter samtalen inviterer vi til mingling i bakhagen ved Sparebanken Sør.Om du ikke er i Arendal kan du se arrangementet digitalt her: https://vimeo.com/event/3621785"
https://program.arendalsuka.no/event/user-view/21393,ArrangørPelagisk Forening,Åpen båt- opplev et norsk fiskerieventyr,"Om arrangementetOpplev et norsk fiskerieventyr! Få omvisning ombord i snøkrabbebåten Vestland Arctic og få innsyn i et fiskeri som vanligvis foregår i Barentshavet.Hvor høyteknologisk er en moderne fiskebåt? Hvordan bor fiskerne når de er på sjøen, og hvor spiser de middag? Hvor store verdier skaper en fiskebåt for Norge? Fiskeri er ikke bare Norges eldste eksportnæring – fisk gir også enorme fremtidsmuligheter for landet vårt. På Vestland Arctic kan du oppleve Norges moderne fiskerieventyr fra innsiden.Fiskebåtreder Harald Taranger og Pelagisk Forening ønsker alle velkommen om bord for å lære mer om norsk fiskerinæring.Ute på dekk serveres drikke og smaksprøver av sjømat!"
https://program.arendalsuka.no/event/user-view/21394,ArrangørPelagisk Forening,Åpen båt- opplev et norsk fiskerieventyr,"Om arrangementetOpplev et norsk fiskerieventyr! Få omvisning ombord i snøkrabbebåten Vestland Arctic og få innsyn i et fiskeri som vanligvis foregår i Barentshavet.Hvor høyteknologisk er en moderne fiskebåt? Hvordan bor fiskerne når de er på sjøen, og hvor spiser de middag? Hvor store verdier skaper en fiskebåt for Norge? Fiskeri er ikke bare Norges eldste eksportnæring – fisk gir også enorme fremtidsmuligheter for landet vårt. På Vestland Arctic kan du oppleve Norges moderne fiskerieventyr fra innsiden.Fiskebåtreder Harald Taranger og Pelagisk Forening ønsker alle velkommen om bord for å lære mer om norsk fiskerinæring.Ute på dekk serveres drikke og smaksprøver av sjømat!"
https://program.arendalsuka.no/event/user-view/21395,"ArrangørARKIVET freds- og menneskerettighetssenter, Stiftelsen Flexid, Arendalsuka Ung",Be heard! Krysskulturelle ungdommer forteller om identitet og tilhørighet,"Om arrangementetArrangementet er fullbooket.Krysskulturelle barn og unge er personer som har levd eller lever i to eller flere ulike kulturelle miljøer i en større del av sine barne- og ungdomsår. Ubearbeidede og ubevisste sider ved en krysskulturell oppvekst kan skape utfordringer. Bevisstgjøring, anerkjennelse og anvendelse av krysskulturelle erfaringer gir bedre grunnlag for livsmestring og god psykisk helse. Stiftelsen Flexid står for fleksibel identitet, og arbeider med å stadfeste den grunnleggende idéen om at krysskulturelle skal bli bevisst og stolt av den de er, som deltakere i et mangfoldig samfunn.I denne skoletimen skal to unge krysskulturelle fortellere, fortelle sine selvopplevde historier om identitet og tilhørighet. Fortellerne har tidligere gjennomgått et 4 ukers fortellerkurs, hvor de også har deltatt på Flexidkurs. Gjennom de personlig fortellingene får elevene unike og viktige innblikk i fortellernes liv, som kan være gjenkjennbart, gi ny kunnskap, eller bli inspirert av. Ved å fortelle sine personlige historier så tar fortellerne eierskap over sine egne historier og identitet, og tar sin plass som aktive medborgere i samfunnet.Målgruppe for arrangement er elever på ungdoms- og videregående skole.Arrangementet er fullbooket.På grunn av plassbegrensning og logistikk må du melde deg på dette arrangementet. Send en e-post til koordinator for Arendalsuka Ung, Maria Moksness,  påmaria.moksness@arendalsuka.nomed beskjed om hvor mange dere kommer.Innledning:Solveig Hessaa-Szwinto, fagkoordinator for medborgerskap og mangfoldskompetanse, ARKIVET freds- og menneskerettighetssenterFortellerne:Marita NaalbandianFredrik OpsethAvslutningsinnlegg:""Mine muligheter med flere kulturer. Om identitet og tilhørighet, superkrefter og muligheter""Anne Torhild Omland, rådgiver Agder, Stiftelsen Flexid"
https://program.arendalsuka.no/event/user-view/21396,ArrangørPelagisk Forening,Åpen båt- opplev et norsk fiskerieventyr,"Om arrangementetOpplev et norsk fiskerieventyr! Få omvisning ombord i snøkrabbebåten Vestland Arctic og få innsyn i et fiskeri som vanligvis foregår i Barentshavet.Hvor høyteknologisk er en moderne fiskebåt? Hvordan bor fiskerne når de er på sjøen, og hvor spiser de middag? Hvor store verdier skaper en fiskebåt for Norge? Fiskeri er ikke bare Norges eldste eksportnæring – fisk gir også enorme fremtidsmuligheter for landet vårt. På Vestland Arctic kan du oppleve Norges moderne fiskerieventyr fra innsiden.Fiskebåtreder Harald Taranger og Pelagisk Forening ønsker alle velkommen om bord for å lære mer om norsk fiskerinæring.Ute på dekk serveres drikke og smaksprøver av sjømat!"
https://program.arendalsuka.no/event/user-view/21397,"ArrangørDen norske kirke, Vårt land",Kammerset: Live fra Arendalsuka,"Om arrangementetVårt Lands politiske podkast «Kammerset» inviterer til live-sending fra kirkeskipet. Hvordan er livet egentlig på bakrommet i politikken? Hva skjer når det står på som verst? Hva sier de politiske strategene til hverandre når ingen hører? Det er blant spørsmålene gjengen i Kammerset finner svar på i podkasten.Til Kirkeskipet får Kammerset får besøk av leder i Unge Høyre Ola Svenneby.Alle arrangementer på Kirkeskipet Fryden strømmes også i Glasshuset utenfor Trefoldighetskirken (Kirkebakken 1), som er universelt utformet."
https://program.arendalsuka.no/event/user-view/21398,"ArrangørFridtjof Nansens Institutt, Nofima",Bærekraftig havbruk - skal laksen tåle lus eller røff behandling?,Om arrangementetLakselus er et stort og vedvarende problem i havbrukssektoren. Det har alvorlige miljøpåvirkninger og reduserer vekstpotensialet og inntektene til laksenæringen.Forskerne diskuterer hvorvidt det er et uutnyttet potensiale for å avle fram laks som tåler lus bedre (luseresistens). Faren er at rent kommersielle behov vil føre til at oppdrettslaksen heller avles opp til å tåle mer av den røffe behandlingen og de harde avlusingskurene.Har politikerne valgt rett når de har lyttet til næringa? Fins det bedre måter å behandle de våte husdyra våre på?Forskerne Kristin Rosendal og Anne Helena Kettunen presenterer ny forskning fra havbrukspolitikken. Kommentarer ved Sjømat Norge og Arbeiderpartiet.
https://program.arendalsuka.no/event/user-view/21399,ArrangørDen norske kirke,Biskopenes unnskyldning til skeive. For hva?,"Om arrangementetBiskopene i Den norske kirke ønsker å arrangere en samling der de skal fremsi en unnskyldning for den skade og smerte som kirken har påført mennesker med LHBT+-identitet.Men hvem skal unnskyldningen sies til? Og hva bes det om unnskyldning for?Til denne samtalen på Kirkeskipet Fryden kommer sokneprest i Ål, Leveld og Torpo Geir Wiknes og generalsekretær i Skeivt kristent nettverk, Solveig Gjesdal. De møter Bjørgvin-biskop Ragnhild Jepsen, som er den ""ferskeste"" biskopen i Den norske kirke. UiB-professor Hanne Marie Johansen vil bidra med et historisk blikk på den skeive historien i Norge. Bård Stensli kommer for å fortelle om politiets unnskyldning til skeive i 2019.Samtalen ledes av Jan Christian Kielland, avdelingsdirektør i Kirkerådet.Alle arrangementer på Kirkeskipet Fryden strømmes også i Glasshuset utenfor Trefoldighetskirken (Kirkebakken 1), som er universelt utformet."
https://program.arendalsuka.no/event/user-view/21401,ArrangørDen norske kirke,Ytringskirkerommet: Kirkekonserter i det livssynsåpne samfunn,"Om arrangementetHvilke ytringer tåler kirkerommet? Hvor stort er ytringsrommet? Musikk, sang, dans og rytme er vevd inn i sosiale relasjonelle og sosiale dynamikker som gjør oss til de vi er, både som enkeltpersoner, i ulike roller og funksjoner i livet, og som medlemmer av samfunnet.I 2022 ble det holdt 9500 konserter i norske kirker, med over en million deltakere. Hvordan kan Den norske kirkes samfunnsoppdrag forstås i lys av å være en av landets mest brukte konsertarenaer? Hvilken rolle kan kirken som konsertarena få i et livssynsåpent samfunn?Alle arrangementer på Kirkeskipet Fryden strømmes også i Glasshuset utenfor Trefoldighetskirken (Kirkebakken 1), som er universelt utformet."
https://program.arendalsuka.no/event/user-view/21402,ArrangørDen norske kirke,Felles kulturarv frem mot nasjonaljubileet i 2030,"Om arrangementetI 2030 markeres nasjonaljubileet – Norge i tusen år.Preses Olav Fykse Tveit møter barne- og familieminister Kjersti Toppe, som har ansvaret for jubileet, til en samtale om dette. Hvilke tanker gjør hun seg om landets felles kulturarv frem mot jubileet? Sammen vil de reflektere om kirkebyggene våre, felles verdier og nasjonaljubileet.Alle arrangementer på Kirkeskipet Fryden strømmes også i Glasshuset utenfor Trefoldighetskirken (Kirkebakken 1), som er universelt utformet."
https://program.arendalsuka.no/event/user-view/21403,"ArrangørDen norske kirke, Dagen",Livepodkast Tore&Tarjei: Bibelen – både umistelig og utålelig?,"Om arrangementetTore Sævik og Tarjei Gilje i avisen Dagen inviterer til liveinnspilling av podkasten Tore&Tarjei på kirkeskipet Fryden.Til podkasten kommer Agder-biskop Stein Reinertsen og UiA-professor Helje Kringlebotn Sødal for å diskutere bibelbruk i vår tid. Hvorfor er Bibelen både omfavnet og omstridt? Er den både umistelig og utålelig?Alle arrangementer på Kirkeskipet Fryden strømmes også i Glasshuset utenfor Trefoldighetskirken (Kirkebakken 1), som er universelt utformet."
https://program.arendalsuka.no/event/user-view/21405,"ArrangørNorges museumsforbund, Museene på Sørlandet",Sannhets- og forsoningskommisjonen: Hvordan kan man løse behovet for forsoning?,"Om arrangementetSannhets- og forsoningskommisjonen leverte sin rapport 1. juni. Rapporten blir oversendt Stortingets kontroll- og konstitusjonskomite for videre behandling. I arbeidet vil komiteen involvere de berørte gruppene og alle relevante komiteer. Rapporten handler mye om urett som er begått overfor samer, kvener, norskfinner og skogfinner og behovet for forsoning. Den er slutten på et utredningsarbeid, men representerer starten på det som skal komme i årene fremover.Mange museer arbeider med samiske, kvensk og norsk finske samt skogfinsk historie og kultur. De kan bli viktige bidragsytere i forsoningsarbeidet fremover. Hva vil kommisjonens anbefalinger bety for det videre arbeidet i museene? Hvordan kan de bidra som sentrale samfunnsaktører? Norges museumsforbund representerer museer som arbeider med disse gruppene i samfunnet. Vi ønsker derfor å ha en debatt om museenes rolle i forsoningsarbeidet og hva som skal til for å skape forsoning?"
https://program.arendalsuka.no/event/user-view/21406,"ArrangørOslo universitetssykehus, Nevroklinikken, Nevrokirurgisk avdeling",Nevrokirurgi – fra fantasi til virkelighet,"Om arrangementetI hjernekirurgien tar vi i bruk nye løsninger i raskt tempo og teknologisk utvikling gir nye behandlingsmetoder. Metoder inkluderer prosedyrer inne i hjernen og utenfor hjernen med ultralyd, laser, strøm og klassiske kirurgiske instrumenter.Pasienter med bevegelsesforstyrrelser (skjelving og ufrivillige bevegelser) som skyldes Parkinson, har allerede i mange år hatt glede av teknologi i form av stimulator under huden koblet til elektroder som ligger dypt i hjernestrukturer. Elektrodene gjør at bevegelsesforstyrrelsene reduseres eller forsvinner. Pasienter med epilepsi kan ha nytte av stimulering av en dyptliggende nerve på halsen og ulike former for hjernekirurgiske inngrep, for å redusere epileptiske anfall. Men – robotassistert hjernekirurgi som allerede er i bruk andre steder en normal ting, er ennå ikke en realitet i vårt foretak, Oslo universitetssykehus (OUS) har ikke sett seg i stand til å anskaffe den nødvendige roboten.Utviklingen stopper ikke der! Ny behandlingsform er allerede en realitet for pasienter med skjelving; fokusert ultralyd som gjøres i en MR maskin. I denne behandlingen ligger pasienten med hodet i en vannavkjølt hjelm med mange ultralydshoder – dette gir millimeterpresisjon uten at stort kirurgisk inngrep er nødvendig. Behandlingen er skånsom og aktuell for flere pasientgrupper enn de som i dag får operert inn stimulatorer. Tilbudet er tilgjengelig i Danmark og Sverige allerede. Spørsmålet er om OUS vil bli i stand til denne type investeringer, med den finansieringsform og det fokus på innstramming som gjelder i helseforetakene? Kan et foretak med mange landsfunksjoner overhodet holde tritt med den teknologiske utviklingen – ligger det til rette for det?"
https://program.arendalsuka.no/event/user-view/21407,ArrangørDen norske kirke,Verdivalg i det grønne skiftet,"Om arrangementetVerden er midt inne i en omstilling som er uten historisk sidestykke. All samfunnsutvikling og økonomisk vekst siden den industrielle revolusjon har vært tett knyttet sammen med bruk av fossil energi. Nå skal denne forbindelsen brytes på 7 år. Innen 2030 skal vi omstille samfunnet til å halvere dagens bruk av fossil energi for å unngå katastrofale klimaendringer.Det må prioriteres hardt, og det vil koste mye. Hvem skal betale prisen og hvilke verdier må prioriteres ned? Omstillingen må skje uten å skape ny urettferdighet. Natur, biodiversitet og urfolks rettigheter må bevares. Hvilket ansvar har Norge i dette, og må vår velstand og forbruk vike?På Kirkeskipet Fryden blir det en samtale om verdivalg og etiske dilemmaer i det grønne skiftet.Alle arrangementer på Kirkeskipet Fryden strømmes også i Glasshuset utenfor Trefoldighetskirken (Kirkebakken 1), som er universelt utformet."
https://program.arendalsuka.no/event/user-view/21409,ArrangørDen norske kirke,Sannhets- og forsoningskommisjonen. Hva gjør kirken nå?,"Om arrangementetI juni leverte Sannhet- og forsoningskommisjon sin rapport til Stortinget. Rapporten gransker den norske stats urett mot Norges urbefolkning og nasjonale minoriteter. Kommisjonen presenterer forteller historie som inneholder kritikk mot både staten og mot Den norske kirke som en del av statsapparatet.Hva skjer nå – etter at rapporten er lagt frem? Hva gjør Den norske kirke? Hvordan kan forsoning skje?Alle arrangementer på Kirkeskipet Fryden strømmes også i Glasshuset utenfor Trefoldighetskirken (Kirkebakken 1), som er universelt utformet."
https://program.arendalsuka.no/event/user-view/21410,ArrangørKoalisjonen for sjeldne sykdommer,Prioritering – hva ble realpolitikken for sjeldne sykdommer?​,"Om arrangementetDet er bred enighet blant behandlere, brukere og leverandører at i årene etter Stortingets behandling av prioriteringsmeldingen,Meld. St. 34 (2015–2016), Verdier i pasientens helsetjeneste- Melding om prioriteringat rammevilkårene for de sjeldne pasientene er betydelig svekket. Flyttingen av finansieringsansvar for legemidler fra folketrygden ned til den enkelte klinikk, utvidelsen av sjeldendefinisjonen, endringer i pasient- og brukerrettighetene og den manglende omstillingsevnen til Nye Metoder i møtet med nye innovative behandlinger har ført til at vi oftere hører om at pasienter med sjeldne sykdommer ikke får tilgang til ny, innovativ og ofte livreddende behandlingVi tar samtalen om hvordan realpolitikken er for mennesker med sjeldne sykdommer og spør hva en ny prioriteringsmelding kan bety for mennesker med sjeldne sykdommer? Vi vil gjerne invitere deg til å delta i debatten om hvordan den prioriteringsmeldingen denne gangen kan ivareta denne sårbare pasientgruppen ?Samtalen ledes av tidligere helseminister Anne-Grete Strøm-Erichsen"
https://program.arendalsuka.no/event/user-view/21411,ArrangørSpareBank 1,Kjernekraft – løsning på kraftbehov og arealkonflikt?,"Om arrangementetKjernekraft – løsning på kraftbehov og arealkonflikt?Norge vil få et stort behov for utslippsfri energi de neste tiårene. Er kjernekraft farlig og dyrt? Eller kan det være løsningen på fremtidens kraftbehov og løse arealkonflikten som vindkraft medfører?Tid: tirsdag 8:30 – 9:30Deltagere:Einar Wilhelmsen, energipolitisk talsperson i MDGiArve Ulriksen, adm. dir. Mo Industripark og deltager i EnergikommisjonenJonny Hesthammer, CEO Norsk Kjernekraft"
https://program.arendalsuka.no/event/user-view/21413,ArrangørNorsk filminstitutt,Hvem setter rammene for den kunstneriske friheten?,"Om arrangementetBarnefilmer blir forsøkt stoppet, bøker blir endret, museer kommer under press. Hva gjør dette med den kunstneriske friheten? Den kommende kinofilmen «Perleporten» skaper hissig debatt, ikke minst på Sørlandet hvor enkelte politikere anklages for å ville sensurere filmen. Freemuse siste rapport slår fast at verden opplever det verste året for kunstnerisk ytringsfrihet hittil.I lys av erfaringene Norsk filminstitutt gjorde seg under Helt super-saken på filmfestivalen i Berlin og den løpende debatten om kanselleringskultur, vil vi løfte diskusjonen om kunstnerisk frihet og rammen for kunstneriske ytringer opp på et prinsipielt nivå, og diskutere:Hva er kunstnerisk frihet i 2023?Hvem bestemmer hvem og hva som kommer til orde?Er kunstnerisk frihet og ytringsfrihet blitt en unnskyldning til å ikke tenke seg om?Politiske styresmakter skal ikke overprøve kunstfaglige vurderinger – hvorfor?Når ytringsfriheten er under press, hvem skal forsvare kunstens frihet?"
https://program.arendalsuka.no/event/user-view/21414,ArrangørFinansforbundet,Kan ansatte sikre norsk eierskap i næringslivet?,"Om arrangementetEierskapets kraft og den norske modellen: Utforsking av medbestemmelse, økonomisk fordeling og beredskapsevneEierskapet til virksomheter spiller en avgjørende rolle når det gjelder maktbalanse, medbestemmelse, økonomisk fordeling, evne til omstilling og beredskap. Men hvorfor begrenser eierskapsdebatten seg stort sett til argumenter for eller imot formuesskatt og statlig eierskap? Vi tar et dypdykk i temaet og avslører nye funn om ansatteide bedrifter og samvirker i Norge, samtidig som vi utforsker den økonomiske og politiske betydningen av eierskap for den norske modellen. Bli med oss når vi utfordrer konvensjonelle perspektiver og diskuterer hvordan vi kan stimulere til eierskap som kan støtte opp under vårt unike samfunnssystem.Moderator: Sven Eide, sjeføkonom i FinansforbundetMedvirkende:Frode Jacobsen, stortingsrepresentant ApKalle Moene, professor ved Universitetet i OsloJanne Log, daglig leder i SamvirkeneJonas Erraia, partner i Menon Economics"
https://program.arendalsuka.no/event/user-view/21415,"ArrangørDen norske kirke, Moster 2024",Fra makt til rett – og tilbake igjen? Tusen år etter Kristenretten på Moster,"Om arrangementetI 2024 er det tusen år sidan Kristenretten.Med innføringa av Kristenretten i 1024 starta eit verdiskifte, ein langsam prosess mot eit rettssamfunn med auka omsyn og tillit til individet. Eit verdiskifte som har bidrege til å forma det Noreg vi ser i dag. Moster 2024-jubileet vil sette lys på desse verdiane gjennom ei rekke samtalar med ulike aktørar i Noregs samtidssamfunn. Vi vil legge til rette for å drøfte store spørsmål om utviklinga i verda, demokratiets stilling, og korleis vi kan nytte historia til å reflektere samtida.Moster 2024 inviterer til samtale mellom historiker Øystein Morten og filosof Henrik Syse. Samtalen vert leia av Øyvind Håbrekke frå tankesmien Skaperkraft.Alle arrangementer på Kirkeskipet Fryden strømmes også i Glasshuset utenfor Trefoldighetskirken (Kirkebakken 1), som er universelt utformet."
https://program.arendalsuka.no/event/user-view/21416,ArrangørGeelmuyden Kiese,Hvordan løse fedmeproblemet?,"Om arrangementetFolkehelsemeldingen som ble lagt frem i mars er dyster lesning.Flesteparten av voksne nordmenn har nå overvekt eller fedme. Unntaket er å være normalvektig. Barna våre blir også tyngre. Mer enn en av seks barn og unge i Norge har overvekt eller fedme.Høy kroppsmasseindeks (KMI) bidrar til anslagsvis 2800 årlige dødsfall i Norge og er knyttet til en rekke ulike sykdommer og plager som diabetes type 2, hjerte- og karsykdommer, flere former for kreft, søvnapné, muskel- og skjelettplager og psykiske lidelser.Utviklingen har gått i feil retning lenge. Paradoksalt nok har vi blitt tyngre og tyngre samtidig som at velstanden har økt og vi har fått mer kunnskap om kosthold og trening.Hva gjør vi med dette? Fortsetter som før? Nye kostholdsråd og holdningskampanjer? Gir mer ansvar til skolen og frivilligheten? Eller økt bruk av medisiner og kirurgiske inngrep?"
https://program.arendalsuka.no/event/user-view/21419,ArrangørEidsiva,Håndtering av trusler i en digital verden,"Om arrangementetHåndtering av trusler i en digital verden - med underskudd på sikkerhetskompetanseI en tid hvor den digitale trusselen kaster skygger over norske kommuner og virksomheter, har vi samlet de fremste tankene innenfor feltet for å adressere denne utfordringen. Sommerens hendelser har på nytt understreket den kontinuerlige risikoen vi står overfor.Vi tar på oss oppgaven med å utforske dette komplekse landskapet, med spesielt fokus på den knappe kompetansen som utfordrer vår evne til å håndtere disse truslene. Spørsmålet om hvordan vi kan sikre et tettere samarbeid mellom kommuner, akademia og leverandører for å styrke vår kollektive respons på disse utfordringene, står i sentrum for våre samtaler."
https://program.arendalsuka.no/event/user-view/21420,ArrangørMedvind Assistanse,Assistert galskap: En ungdomstid til besvær?,"Om arrangementetTjenesten Brukerstyrt Personlig Assistanse har tatt Norge med storm siden den ble introdusert. Men hvor går grensene? Kan man ha en fullverdig ungdomstid med BPA? Eller, er man dømt til et liv innenfor konformitetens stengsler? Vil fornuften alltid seire, eller finnes det litt galskap i oss alle?Delta på ""Assistert galskap: En ungdomstid til besvær?"" og få innblikk i hvordan Medvind Assistanse aktivt jobber for at alle får muligheten til å ha en fullverdig ungdomstid, med assistanse!"
