title,url,date,header,arrangor,medvirkende,om_arrangementet
Det store havvindmøtet,https://www.arendalsuka.no/programsok/details/24255,2024-08-12T14:00,DET STORE HAVVINDMØTET,"Bergen Næringsråd, GCE Ocean Technology, Vestland Fylkeskommune",,"Startskuddet har gått for Norges havvindeventyr. Den historiske havvindauksjonen kom i mål og nå kan Norge komme i gang med utbyggingen. Hvor kommer de neste store prosjektene og hvilken rammebetingelse kommer næringen til å møte? Hvem skal bruke kraften? Og blir det et nytt opprør mot havvind slik vi har fått på landvind?
Bekreftede deltakere:
Siri Kindem, Head of Equinor Renewables Norway
Per Lund, CEO, Odfjell Oceand Wind
Knut Vassbotn, CEO, Deep Wind Offshore
Astrid Bergmål, statssekretær Energidepartementet (Ap)
Nikolai Astrup, energipolitisk talsperson (H)
Rasmus Hansson (Mdg)"
Den store energidebatten: Hvordan sikrer vi Norge mot energikriser? #3energiråd,https://www.arendalsuka.no/programsok/details/22919,2024-08-12T14:30,DEN STORE ENERGIDEBATTEN: HVORDAN SIKRER VI NORGE MOT ENERGIKRISER? #3ENERGIRÅD,"NTNU Energi, SINTEF Energi","Asgeir Tomasgard, Professor, Direktør NTNU Energi, NTNU
Gerd Kjølle, Sjefforsker, SINTEF
Kjetil Lund, Direktør, NVE
Anne Sagstuen Nysæther, Direktør, Elvia
Elisabeth Sæther, Statssekretær, AP
Ola Elvestuen, Stortingsrepresentant, V
Lars Haltbrekken, Stortingsrepresentant, SV
Bård Ludvig Thorheim, Stortingsrepresentant, H
Une Bastholm, Stortingsrepresentant, MDG
Sofie Marhaug, Stortingsrepresentant, Rødt
Marius Arion Nilsen, Stortingsrepresentant, FrP
Ordstyrer: Stein Mortensholm, Kommunikasjonssjef SINTEF Industri, SINTEF","Da Russland stengte gassleveransene til Europa, utløste det en betydelig energikrise over kontinentet. Med skyhøye priser ble Europa tvunget til å søke etter alternative energikilder i hui og hast.
Denne energikrisen kaster lys over et bredt spekter av trusler mot Norges energiforsyning, inkludert krig, cyberangrep, ekstremvær som is, snø, stormer, lyn, tørke, flom, og solstormer. Andre faktorer, som streiker, pandemier, tekniske feil og lignende, bidrar også til å øke risikoen. Disse truslene kan føre til høye strømpriser, rasjonering og i verste fall, totale strømutfall (blackouts).
SINTEF og NTNU har samlet forskning på energiområdet og kommer med tre råd til politikere, før vi slipper interessenter og politikere til for kommentarer, debatt og samtale.
Vi presenterer og diskuterer et faglig underlag med bidrag fra forskningssentrene NTRANS, CINELDI, HighEFF, HydroCEN, HYDROGENi, LowEmission, NCCS, NorthWind, ZEN og CleanExport.
Arrangementet blir streamet og tegnspråktolket: https://www.arendalsuka.no/live/baerekraftscenen
Arrangementet er rigget slik:
NTNU og SINTEF presenterer forskning og tre råd:
Tre råd fra SINTEF og NTNU for å sikre Norge mot energikriser (pdf) 
Norway and Europe: Securing future energy and welfare (pdf) – en kunnskapsoppsummering fra forskningssentrene for miljøvennlig energi (FME) NTRANS, CINELDI, HighEFF, HydroCEN, HYDROGENi, LowEmission, NCCS, NorthWind, ZEN og CleanExport
Paneldebatt med næringslivstopper
Paneldebatt med politikere"
Hvem skal betale for strømmen?,https://www.arendalsuka.no/programsok/details/23631,2024-08-12T15:00,HVEM SKAL BETALE FOR STRØMMEN?,"CMS Kluge, ZERO","Anders Lie Brenna, Redaktør, Energiwatch
Stig Schjølset, Fungerende leder, ZERO
Bjørnar Alterskjær, Managing Partner, CMS Kluge
Mani Hussaini, Stortingsrepresentant og medlem av Energi- og miljøkomiteen, Arbeiderpartiet
Ane Brunvoll, Seksjonssjef i Energi- og konsesjonsavdelingen, Norges vassdrags- og energidirektorat
Oda Therese Gipling, Daglig leder, Norsk Fjernvarme","Vi må investere rundt 59,2 milliarder i året i klimatiltak for å nå klimamålene i 2030, i følge Menon Economics. Zero mener at rundt halvparten av klimakuttene må komme fra elektrifisering. Skal vi klare det må vi bygge ut mye ny grønn energi, men hvem skal betale for den ekstra strømmen?
Norge vil få et kraftunderskudd om bare tre år. Samtidig har utbyggingen av fornybar energi nærmest stoppet opp. Behøver vi enda større statlige subsidier for å få fart på utbyggingen eller må næringslivet bidra mer? Vil heller reguleringer og offentlige anskaffeler være en mer effektivt for å omstille Norge?
De siste to årene har staten økt skattene på vind- og vannkraft med over 10 mrd. i året. Kraftselskapene har gitt uttrykk for at dette vil gi mindre investeringer i ny energi. Hvor mye mer kraft kunne kraftselskapene bygd ut om skattene ikke hadde økt?
Samtidig blir det stadig vanskeligere å bygge ut kraft på land, noe de siste års arealkonflikter har vist. Norge vil bli nødt til å bygge ut mer havvind skal vi unngå flere store arealkonflikter og tilhørende forsinkelser i utbyggingene. I Sørlige Nordsjø 2 ønsker ikke regjeringen at strømmen fra havvindmøllene kan sendes til Europa. Resultatet er at utbyggingen av Sørlige Nordsjø 2 vil koste skattebetalerne i overkant av 23 milliarder kroner. Vil befolkningen være villige til å betale tilsvarende summer for fremtidige havvindprosjekter?
Vi forsøker å komme frem til hva den beste oppskriften er for å få mer kraftutbygging i Norge.
Før debatten får vi en kort innledning om hovedfunnene fra Zerorapporten 2024 ved Stig Schølset, fungerende leder i Zero.
  Debattleder er Anders Lie Brenna, redaktør i Energiwatch.
Programmet er under utvikling. Panelet vil bli supplert med flere personer."
Hva er Blått Kvantesprang – energi?,https://www.arendalsuka.no/programsok/details/25623,2024-08-12T15:00,HVA ER BLÅTT KVANTESPRANG – ENERGI?,"Energy Transition Norway, GCE Ocean Technology","Tor Arnesen, Styreleder, Energy Transition Norway
Owe Hagesæther, Daglig leder, GCE Ocean Technology
Ståle Kyllingstad, Konsernsjef, IKM Group
Marte Mjøs Persen, Leder, Vestland AP
Torger Reve, Professor Emeritus, BI
Cecilie Sælen, CEO, CCB Subsea","Vi har muligheten til å gjøre Norge til et fyrtårn for grønn energi. Men for å lykkes kreves det større ambisjoner, høyere tempo og bedre samarbeid. Derfor presenterer vi planene for Blått Kvantesprang – Energi - en ambisiøs og målrettet satsing på å omforme Norges energisystem ved å utnytte havets enorme potensial.
Innovasjonsklyngene Energy Transition Norway og GCE Ocean Technology har gått sammen for å drive denne satsingen fremover med fokus på:
1. Fremtidens Energikilder: Utvikling og implementering av karbonfangst og -lagring (CCUS), havvind, hydrogen og mineralutvinning.

2. Omstilling av Petroleumsnæringen: Veien videre for Norges største næring gjennom grønn teknologi og bærekraftige løsninger.
Hvorfor delta?

- Du får innsikt i vår konkrete forretningsplan og de store, næringsrettede innovasjonsprosjektene vi har i vente
- Du får møte ledende aktører fra industrien, akademia, politikere og andre viktige interessenter som alle deler en felles visjon for en grønn fremtid.
- Du får høre Tor Arnesen og Owe Hagesæther fortelle om hvordan Norge kan lede an i den globale energiomstillingen."
Nuclear Now - Kinovisning,https://www.arendalsuka.no/programsok/details/25832,2024-08-12T15:45,NUCLEAR NOW - KINOVISNING,Klimavenner for Kjernekraft,,"Velkommen til gratis kinovisning på Arendal kino under Arendalsuka betalt av foreninga vår!
Filmen er regissert av anerkjente Oliver Stone, som undersøker hvordan verden kan vende seg bort fra fossile brensler og hvorfor sentrale miljøvernere har snudd i spørsmålet om kjernekraft. Filmen gir deg et oppdatert kunnskapsgrunnlag om kjernekraftens fordeler og ulemper, og historien om hvordan denne energiformen ble motarbeidet fra uvventet hold.
Bare møt opp i sal 2 på Arendal kino litt før 1545 på mandag 12. august. Salen har 110 seter, og det er førstemann til mølla.
Trailer:
https://www.youtube.com/watch?v=wg20jTQLbT4"
Havnett - det starter i 2025,https://www.arendalsuka.no/programsok/details/24839,2024-08-12T16:00,HAVNETT - DET STARTER I 2025,Fornybar Norge,"Jon Evang, Bransjedirektør havvind, Fornybar Norge
Astrid Bergmål, Statssekretær, Energidepartementet
Nikolai Astrup, Høyre
Lars Haltbrekken, SV
Siri Espedal Kindem, Head of Renewables Norway, Equinor
Henrik Sætness, Konserndirektør for konsernstaber, Statkraft
Marianne Norman Tønsberg, Senior prosjektutvikler havvind, Hafslund","Nordsjølandene har samlet seg politisk rundt en felles plan om å bygge ut 300 GW med havvind innen 2050. Da blir Nordsjøen det grønne kraftverket i hjertet av Europas omstilling som kan kutte klimautslippene og øke kraftproduksjonen.  
Sentralt for å lykkes med disse planene, er et havnett som kan sende kraften dit den til enhver tid trengs mest, og dermed gjøre utbygging av havvind mer effektiv og samfunnsøkonomisk. 
Nye prosjekter for havvind i Norges sørlige havvindområder kan og bør bli en del av dette havnettet, slik at vi får tilgang på rimelig kraft fra havvind og samtidig kan utveksle kraft når vi har overskudd.  
Neste år skal regjeringen utlyse nye områder for bunnfast havvind i Nordsjøen. Fornybar Norge tar debatten om hvordan hybridkabler kan bidra til å øke lønnsomheten og få fart på havvindutbyggingen i Norge. 
   
Program:
Innledning:
Jon Evang, Bransjedirektør havvind (Fornybar Norge)
  Ocean Grid: Kostnads- og inntektsfordeling mellom havvindprodusent og netteier og virkningene av disse:
Marianne Norman Tønsberg, Senior prosjektutvikler havvind (Hafslund)
  Statssekretærens utfordring til næringen:
Statssekretær Astrid Bergmål, Energidepartementet (Ap)
  Sørlige Nordsjø II fase 2 – Hvorfor og hvordan sørger vi for hybrider?:
Siri Espedal Kindem, Head of Equinor Renewables Norway (Equinor),
Henrik Sætness, Konserndirektør for Konsernstaber (Statkraft)
  Politisk diskusjon:
Statssekretær Astrid Bergmål, Energidepartementet (Ap),
Lars Haltbrekken, Energi- og miljøkomiteen (SV),
Nikolai Astrup, Næringskomiteen (H)"
The Future of Energy,https://www.arendalsuka.no/programsok/details/23402,2024-08-12T16:00,THE FUTURE OF ENERGY,"GCE NODE, ONS","Espen Barth Eide, Norwegian Minister of Foreign Affairs
Eirik Wærness, Senior Vice President and Chief Economist, Equinor
Liv Monica Stubholt, Lawyer and Energy Partner, Law firm Selmer
Anna Olsson, Chief Commercial Officer, Intelecy
Kari Ekelund Thørud, Executive Vice President, Hydro Energy
Frida Eklöf Monstad, Senior Advisor Low Carbon Business Models, Equinor
Leif Johan Sevland, CEO, ONS (Moderator)
Tom Fidjeland, CEO, GCE NODE","The past year has witnessed escalating geopolitical tensions, shaping the global landscape. As we look ahead, more than 70 countries, representing approximately 4 billion people, are poised to hold pivotal elections in 2024. Simultaneously, our planet grapples with an ambitious energy transition - a transformation that demands increased renewable energy production while addressing emissions reduction to meet the goals set forth by the Paris Agreement. 
Key questions The Future of Energy will explore:
- How will ongoing geopolitical unrest and the 2024 global elections effect the energy market and shape energy policies?
- Where do we stand with the energy transition and what successes and challenges have emerged?
- What cutting-edge technologies are driving the transition, how soon can these be practically implemented and what are the barriers?
Refreshments and mingling from 15:30 - 16:00.
Conference starts at 16:00."
Geopolitikk og energi.,https://www.arendalsuka.no/programsok/details/23560,2024-08-12T16:30,GEOPOLITIKK OG ENERGI.,Næringsforeningen i Stavanger-regionen,"Iselin Nybø, Partner (moderator), Schjødt
Erik Holm Reiso, Senior Partner & Head of EMEA, Rystad Energy
Cecilie Hellestveit, Forsker, Folkerettsinstituttet
Maria Varteressian, Statssekretær, Utenriksdepartementet
Terje Halleland, Stortingsrepresentant, Energi og miljøkomiteen (FrP)","Energitrilemmaet. Klima, energisikkerhet, kostnad. EU er mer opptatt av strategisk uavhengighet, det er akkurat gjennomført EU-valg hvor klima vektes på en ny måte. Krigen raser fremdeles i Ukraina og Gaza. Verdens land snakker mer om opprustning enn nedrustning. 
USA skal velge president – hva betyr det for det geopolitiske energitrilemmaet?"
Hva kan energinasjonen Norge lære av Sverige?,https://www.arendalsuka.no/programsok/details/24142,2024-08-12T17:00,HVA KAN ENERGINASJONEN NORGE LÆRE AV SVERIGE?,Å Energi,"Steffen Syvertsen, Konsernsjef, Å Energi
Elisabeth Sæther, Statssekretær (A), Energidepartementet
Nikolai Astrup, Stortingsrepresentant, Høyre
Anne Karin Sæther, Ordstyrer, Norsk klimastiftelse
Marcus Dingle, Manager, AFRY Management Consulting","Hele Europa har høye ambisjoner om klimakutt og mer fornybar energi. Alle de nordiske landene vil bort fra fossil energi, men gjennomføringsevnen spriker. Energipolitikken er klarest og mest oversiktlig i Danmark, hvor man har handlingsplaner med tiltak og virkemidler for å nå overordnede mål. I 2024 har Sverige lagt fram en omfattende og ambisiøs energiplan med mål om mer enn en dobling av kraftproduksjonen i 2050.
I Norge har en rekke ekspertutredninger pekt på det samme: vi trenger mye mer og mye raskere utbygging av kraft og strømnett for å oppnå grønn omstilling og klimakutt gjennom videre elektrifisering. Politisk er det satt høye mål både om lavere strømpriser, kraftige utslippskutt og nye grønne næringer, men det er vanskelig å få øye på tilstrekkelige tiltak for å komme i mål. Det er et svært gap mellom de 34 TWh ny kraft som Miljødirektoratet mener trengs for å oppnå klimamålene i 2030, og den utbyggingen som faktisk skjer.
Å Energi inviterer til debatt om hva Norge kan lære av de andre nordiske landenes energipolitikk, med særlig vekt på Sveriges energiplaner. Vi får innsikt fra et svensk perspektiv, fra energibransjen i Norge, og fra politikerne som har fått jobben med å lage politikken som skal ta oss til mål."
Fra utslippskutt til utfasing: Norges økonomiske fremtid på spill,https://www.arendalsuka.no/programsok/details/24122,2024-08-12T18:30,FRA UTSLIPPSKUTT TIL UTFASING: NORGES ØKONOMISKE FREMTID PÅ SPILL,"Attac Norge, Nordic Center for Sustainable Finance, Kirkens Nødhjelp, Koalisjonen for en fossil ikkespredningsavtale",,"Etter COP28 er det ikke tvil om at omstillingen vekk fra fossilt brensel er en virkelighet som vi må forholde oss til. Men omstillingen må skje på en koordinert og politisk styrt måte og på globalt nivå for å unngå blant annet spekulasjon med oljepriser, eller nye eller større konflikter. Utfordringen er gigantisk. Utfasing må også bety utfasing av fossil finansiering. Dette er avgjørende for å finansiere utviklingen av de nye karbonfrie energikildene og gradvis senke lønnsomheten til fossilindustrien.
En ansvarlig økonomisk styring av Norge fremover innebærer derfor å ta en ledende rolle i planleggingen av utfasing av alle fossile energikilder. Noe annet betyr å sette landets økonomi og befolkningens velferd på spill. Det foreligger i tillegg et historisk ansvar, siden Norges rikdom måles i antall tonn CO2 som slippes ut av vår oljeindustri. Det eksemplariske demokratiet vi har klart å bygge opp fra denne industrien gir Norge en enestående mulighet til å lede utfasingsprosessen globalt.
Det finnes allerede tre konkrete initiativer på globalt nivå som sikter på en koordinert utfasing av fossil energi. Det er BOGA, CETP som fjerner fossilfinansiering, og kampanjen for en fossil ikkespredningsavtale. På dette arrangementet vil du lære om disse tre initiativene og høre debatten mellom regjeringen og politikere fra både venstre- og høyresida om hvilken rolle Norge bør spille globalt for å sikre landet en lys fremtid.
Panel
Mani Hussaini (AP)
Kari Elisabeth Kaski (SV)
Lene Westgaard-Halle (H)
Ola Elvestuen (V)
Ingrid Liland (MDG).
Det er adgangskontroll på Arendal kultur- og rådhus, og det må beregnes noe ekstra tid for å komme inn. Merk at det er ikke tillatt å ta med flasker, paraplyer og liknende gjenstander inn i bygningen."
"Er folks forventninger til fornybar energi for store, eller tenker vi for smått?",https://www.arendalsuka.no/programsok/details/25514,2024-08-13T08:00,"ER FOLKS FORVENTNINGER TIL FORNYBAR ENERGI FOR STORE, ELLER TENKER VI FOR SMÅTT?",Boston Consulting Group (BCG),"Åslaug Haga, Administrerende direktør, Fornybar Norge
Gunnar Stavrum, Ansvarlig redaktør, Nettavisen
Olivier Girardot, CEO, Hydro REIN
Henning Olsen, Konsernsjef, Eidsiva Energi AS
Henrik Sætness, Konserndirektør, Statkraft
Robert Hjorth, Managing Director & Partner, Boston Consulting Group (BCG)","Norge står i fare for å miste sin plass som energileverandør til Europa. Samtidig skriker det samme Europa etter mer energi. Å erstatte olje- og gassproduksjon med fornybare kilder vil kreve stor dedikasjon over lang tid – og til kostnader som ikke alle anerkjenner som investeringer, men heller rene utgifter. Hvilke forventninger har folk til fornybar energi, og hva er realistisk?
Lett frokost serveres fra kl. 08.00. Programstart 08.30. 

Moderator er - på vegne av folket - Gunnar Stavrum, CEO og mangeårig redaktør i Nettavisen og politisk redaktør i KRS."
COP29 kick-off: Er CCS en avsporing i klimakampen?,https://www.arendalsuka.no/programsok/details/23536,2024-08-13T08:30,COP29 KICK-OFF: ER CCS EN AVSPORING I KLIMAKAMPEN?,"SINTEF Energi AS, FME NCCS, FME gigaCCS, LowEmission","Mona Mølnvik, Forskninggsjef og leder FME NCCS/gigaCCS, SINTEF Energi
Pia Prestmo, Public Affairs Manager, Heidelberg Materials
Gytis Blaževičius, Leder, Natur og Ungdom
Benedicte Solaas, Direktør klima og miljø, Offshore Norge
Eivind Berstad, Teamleder CCS, Bellona
Politikerpanel, TBC
Stein Erik Lauvås, Ap
Nikolai Astrup, Høyre
Ådne Naper, SV
Ordstyrer: Nils Røkke, Bærekraftsdirektør i SINTEF og leder av FME Hydrogeni, SINTEF Energi","CO₂-nivået i atmosfæren har passert 425 ppm. Og det stiger. Daglig går natur og arter tapt. Kan karbonfangst og -lagring (CCS) snu utviklingen?  
Under FNs klimatoppmøte, COP28, i Dubai i 2023, snakket ""alle"" om hvordan CCS er en nøkkel for å nå klimamålene. Men skepsisen var også stor. Flere av miljøorganisasjonene mener CCS brukes for å forsinke nødvendige utslippskutt og forlenge avhengigheten av fossile brensler. 
Er CCS en avsporing, eller en teknologi som gjør det mulig å nå målene for utslippskutt?  
SINTEF er observatører til FNs klimatoppmøte, og  inviterer til en åpen frokostsamtale om CCS sin rolle i klimakampen. Bli med på en konstruktiv dialog over en kaffe og en lett frokost. Vi har plass til 70 personer.  
Arrangementet er en del av Energitirsdag – se alle arrangementene her."
Kjernekraft og de maritime næringene – hvilke muligheter kan det gi?,https://www.arendalsuka.no/programsok/details/25659,2024-08-13T08:30,KJERNEKRAFT OG DE MARITIME NÆRINGENE – HVILKE MULIGHETER KAN DET GI?,"Norsk Kjernekraft, Maritimt Forum","Øvind Aas-Hansen, Bærekraftsdirektør, Norsk Kjernekraft
Torbjørn Lie, Business Development Manager, OSM Thome
Håvard Vollset Lien, Vice President Research & Innovation, Vard Group AS
Einar Vik Arset, Kystdirektør, Kystverket
Kjell Ingolf Ropstad, Stortingsrepresentant, KrF
Marius Arion Nilsen, Stortingsrepresentant, Frp
Ola Borten Moe (tbc), Stortingsrepresentant, Sp","Norge og verden står overfor det grønne skiftet og nye energikilder må tas i bruk. I Norge har kjernekraft fått stadig økende oppmerksomhet, og nylig annonserte energiministeren at regjeringen nedsetter en Norsk Offentlig Utredning (NOU) om kjernekraft i Norge. 
I arrangementet «Kjernekraft og de maritime næringene – hvilke muligheter kan det gi?» inviterer Maritimt Forum, Norges Rederiforbund og Norsk Kjernekraft AS til et frokostseminar for å diskutere hvilke muligheter kjernekraft på land og til sjøs kan ha for Norges maritime næringer. 
Vi vil få korte innlegg fra Norsk Kjernekraft AS som ønsker å etablere kjernekraftverk på land, og fra OSM Thome og VARD som gjennom prosjektene Grønt skipsfartsprogram og NTNU-prosjektet NUPROSHIP ser på mulighetene for kjernekraft som fremdrift på skip.
De faglige innleggene etterfølges av en panelsamtale der også Kystdirektøren og profilerte energipolitikere deltar.
Moderator er Christine Korme"
Hvorfor skal norske kommuner si ja til vindkraft?,https://www.arendalsuka.no/programsok/details/24630,2024-08-13T09:00,HVORFOR SKAL NORSKE KOMMUNER SI JA TIL VINDKRAFT?,"Samfunnsbedriftene Energi, IE & FLT, El og IT forbundet, Kraftfylka","Moderator Truls Wickholm, Direktør, Samfunnsbedriftene Energi
Elisabeth Sæther, Statssekretær, Energidepartementet
Lars Byenstuen, Seniorkonsulent, THEMA Consulting
Gyro Heia, Tidligere ordfører, Birkenes kommune
Kari Ekelund Thørud, Konserndirektør, Hydro Energi
Odd Stangeland, 1. nestleder, KS","Norge har stødig kurs mot et kraftunderskudd i Norge, og vi har stort behov for mer kraft, raskere. 
Mens 88 % av vannkraften er eid av det offentlige, er bare 22 % av vindkraften offentlig eid. Og mens kommunene og fylkeskommunene eier 44 % av alle vannkraftverk, er det bare 9 % av alle vindkraftverk som er eid av kommuner og fylkeskommuner. Betyr det noe hvem som eier vindkraften?
Lokal aksept for vindkraft er viktig for utbygging. Samtidig blir tonen stadig tøffere og debattklimaet hardere.
Under Arendalsuka tar de samme organisasjonene debatten: Hvorfor skal norske kommuner si ja til vindkraft? Hvordan gjør vi det? Hvordan øker vi aksepten for ny vindkraft? Og hva betyr offentlig og lokalt eierskap for lokalsamfunnet?
Før sommeren legger IE & FLT, El og IT Forbundet, Kraftfylka og Samfunnsbedriftene Energi frem en rapport om offentlig eierskap i landbasert vindkraft. Vil økt offentlig eierskap av vindkraft føre til økt aksept for den, og dermed føre til mer vindkraft?
Medvirkende
Moderator: Truls Wickholm
  Innledere og debattdeltakere: 
Lars Byenstuen, THEMA Consulting
Elisabeth Sæther, Statssekretær, Energidepartementet
Gyro Heia, tidligere ordfører i Birkenes kommune
Kari Ekelund Thørud, konserndirektør, Hydro Energi
Odd Stangeland, 1. nestleder, hovedstyret i KS"
Har vi energi- eller effektunderskudd ? Hvordan ser framtiden ut – og kan vi gjøre noe med det nå ?,https://www.arendalsuka.no/programsok/details/25297,2024-08-13T09:00,HAR VI ENERGI- ELLER EFFEKTUNDERSKUDD ? HVORDAN SER FRAMTIDEN UT – OG KAN VI GJØRE NOE MED DET NÅ ?,New Kaupang,"Pelle Gangeskar, Markedssjef for datasenter og energikrevende industri, Ringerikskraft
Yngve Aabø, Founder og styreleder, Æge Energy
Kjetil Barkved, CEO, New Kaupang
Jens Berge, CEO, Norwegian Hydrogen
Svein Atle Hagaseth, CEO, Green Mountain
Terje Halleland, Energi og miljøkomiteen, Stortinget, Fremskrittspartiet
Benjamin Arvola Notkevich, Politisk rådgiver (Ap), Energi og miljøkomiteen
Tore Svanes, Debattleder, New Kaupang","Norge har stor etterspørsel etter grønn fornybar kraft. Mye av det nye forbruket kommer som resultat av ny stor kraftkrevende industri, som bruker kraft hver time hele året. Samtidig er mye av den nye kraftproduksjonen væravhengig, og vil ikke kunne produsere når kraften trengs mest.
Kraftetterspørselen er stor i alle næringer, både i eksisterende og nye, og aller høyest i industrien. Mange bedrifter opplever å få avslag på nettilknytning på grunn av manglende kapasitet i nettet. 
Hvor kritisk er dette i årene som kommer, og kan vi gjøre noe lokalt, regionalt og nasjonalt for ikke havne bakpå i forhold til ønskede nyetableringer for lokal verdiskapning og nye arbeidsplasser.
  Stikkord er: N-0,9, Fleksibilitet, Tilkobling på vilkår – og i bunn må det ligge gode rammevilkår."
"Akademisk kvarter: Kan ""geoengineering"" fikse klimaproblemet?",https://www.arendalsuka.no/programsok/details/23544,2024-08-13T09:30,"AKADEMISK KVARTER: KAN ""GEOENGINEERING"" FIKSE KLIMAPROBLEMET?","SINTEF Energi AS, HYDROGENi, FME NCCS, FME gigaCCS",,"Nils Røkke, bærekraftsdirektør i SINTEF, spurte om geooengineering – ""klimafiksing"" på norsk - er løsningen på klimakrisa i denne Forbes artikkelen. For få år siden var klimafiksing et skjellsord. Å drive med klimafiksing har vært sett på som å ikke ta utslippskutt på alvor. Vi stiller spørsmålet: er klimaendringene kommet så langt at vi ikke lenger kan la være å prøve?
Nils Røkke har mange års forskningserfaring på hydrogen og CCS, og gir status på ulike geoengineering-teknologier, både de modne og umodne. Og om risikoene og mulighetene ved bruk av disse.
Arrangementet er en del av Energitirsdag – se alle arrangementene her.
10 minutter foredrag + 5 minutter spørsmål og svar"
Nordsjøens rolle i energiomstillingen av Europa,https://www.arendalsuka.no/programsok/details/24639,2024-08-13T09:30,NORDSJØENS ROLLE I ENERGIOMSTILLINGEN AV EUROPA,PwC,"Marte Mjøs Persen, Stortingsrepresentant, Arbeiderpartiet
Nikolai Astrup, Stortingsrepresentant, Høyre
Tor Arnesen, Blått Kvantesprang
Eirik Wærness, Sjefsøkonom og SVP, Equinor
André Gill, Partner, PwC
Goran Durakovic, PhD og Senior Associate, PwC","Europa står overfor en enorm utfordring - å løse klimakrisen gjennom overgangen til ren energi. Norge, med sin unike posisjon og rike ressurser i Nordsjøen, kan være nøkkelen til å møte dette behovet gjennom havvind, karbonfangst og hydrogen. 
Gjennom havvind kan Nordsjøen bidra med ren strøm, gjennom hydrogen vil det bidra med ren energi, og gjennom en enorm kapasitet for CO2 lagring kan Nordsjøen bidra med å redusere utslippene fra de andre sektorene.
For å få til dette vil det kreve store investeringer og tett samarbeid med våre naboer i Nordsjøen. Samtidig kreves det tydelige politiske rammer, som åpner for en kontinuerlig og forutsigbar oppbygning som industrien kan tilpasse seg til. 
PwC ønsker å løfte denne problematikken for å vise hvor stort dette kan bli i norsk sammenheng - slik at Norge kan beholde sin posisjon som en verdensledende aktør innen energi, og videre verdiskapning på norsk sokkel.
PwC vil presenterer hovedfunn fra ny rapport som viser potensialet til Nordsjøen som en viktig aktør for å løse klimakrisen.
Vi serverer frokost fra klokken 9:00, og håper mange vil komme å ta morgenkaffen med oss."
Kraftkamp for næringsutvikling,https://www.arendalsuka.no/programsok/details/24094,2024-08-13T09:40,KRAFTKAMP FOR NÆRINGSUTVIKLING,Osloregionen interkommunalt politisk råd,"Stein Erik Lauvås, medlem Stortingets energi- og miljøkomite (Ap), Stortinget
Ola Elvestuen, medlem Stortingets energi- og miljøkomite (V), Stortinget
Lene Westgaard-Halle, medlem Stortingets næringskomite (H), Stortinget
Eirik Lae Solberg, byrådsleder (H), Oslo kommune
Magnus Arnesen, ordfører (H), leder Søndre Østfold IPR, Sarpsborg kommune
Vegard Einan, regiondirektør, NHO Viken Oslo
Kenneth Sandmo, avdelingsleder, LO
Tore Langset, direktør RME, NVE/RME
Berte Sollerud Helgestad, forretningsutvikler, Hamarregionen Utvikling
Kari Bernardini, moderator/rådgiver, Norsk Arbeidsmandsforbund","Arrangør: Osloregionen IPR
Hvordan går det med grønt industriløft, eksportsatsing, økt elektrifisering i samfunnet med en svakere kraftbalanse? Når kommer det mer kraft og nett? Er det mulig med nytenking? 
Vi stiller følgende spørsmål:
Hva er problemet og hva er løsningene? Det er behov for mer kraft og nett, men hva med energieffektivisering og energifleksibilitet?
Hvordan kan kommunene bidra for raskere utvikling i energisystemet?
Bakgrunn for arrangementet er økt oppmerksomhet de siste årene på mangel på kraft og nett, gjennom bl.a. Kraftløftet og flere kommisjoner med sine utredninger, samt analyser fra Statnett og NVE. Utfordringene er spesielt store på Østlandet. Innlandsindustrien på Østlandet er allerede stor, men har et betydelig potensiale for videre utvikling. 
Kommunene ønsker å legge til rette for næringsutvikling, men stoppes av mangel på kraft og nettkapasitet og lange prosesser. Hvordan kan vi løse denne floka?
Formål med arrangementet er å sette søkelys på hvordan vi kan lykkes med det grønne industriløftet og der vi setter fokus på kommunenes utfordringer og roller.
Seminaret innledes med 3 korte innledninger før politisk samtale:  
- Vi må ha økt eksport, men for å kunne det, trenger næringslivet mer kraft og nettkapasitet. Hva er det som må til? v/Vegard Einan, NHO Viken Oslo og Kenneth Sandmo, LO 
- Erfaringer ved etablering av datasenter i Hamarregionen, v/ Berte Sollerud Helgestad, Hamarregionen Utvikling 
- Når kommer det mer kraft og nett? v/Tore Langset, direktør RME"
